SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,NAME_CLIENT_TYPE,NAME_PORTFOLIO,CHANNEL_TYPE,CNT_PAYMENT,NAME_YIELD_GROUP,LOAN_ACTIVITY_SCORE
207086,Consumer loans,5156.91,24475.5,22000.5,24475.5,MONDAY,Approved,2782,Cash through the bank,New,POS,Country-wide,5.0,High,2
454600,Consumer loans,4709.205,27666.0,27666.0,27666.0,THURSDAY,Unused offer,357,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
240822,Consumer loans,6767.325,91755.0,33718.5,91755.0,SATURDAY,Approved,2761,Cash through the bank,Repeater,POS,Stone,6.0,High,2
271919,Consumer loans,8533.53,71955.0,71172.0,71955.0,WEDNESDAY,Approved,2184,Cash through the bank,New,POS,Stone,12.0,High,2
370921,Consumer loans,8191.755,38434.5,30744.0,38434.5,TUESDAY,Approved,1171,Cash through the bank,New,POS,Country-wide,4.0,High,2
179766,Consumer loans,13201.245,196740.0,196740.0,196740.0,WEDNESDAY,Approved,264,Cash through the bank,Repeater,POS,Stone,18.0,Middle,2
141771,Consumer loans,7781.985,71280.0,70425.0,71280.0,WEDNESDAY,Approved,1330,Cash through the bank,New,POS,Country-wide,12.0,High,2
403107,Consumer loans,2247.795,53959.5,48235.5,53959.5,THURSDAY,Approved,2627,Cash through the bank,New,POS,Regional / Local,24.0,Middle,2
196567,Consumer loans,6369.255,69030.0,62127.0,69030.0,SATURDAY,Approved,565,Cash through the bank,Refreshed,POS,Stone,12.0,High,2
336697,Consumer loans,11198.25,81058.5,81058.5,81058.5,MONDAY,Approved,668,Cash through the bank,Repeater,POS,Stone,10.0,High,2
308686,Consumer loans,12603.20208902371,44583.975,44583.975,44583.975,WEDNESDAY,Refused,646,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
294352,Consumer loans,22173.795,129060.0,116154.0,129060.0,FRIDAY,Approved,1728,Cash through the bank,Repeater,POS,Stone,6.0,High,2
203564,Revolving loans,0.0,0.0,0.0,135000.0,MONDAY,Refused,36,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
168814,Cash loans,31396.5,450000.0,450000.0,450000.0,THURSDAY,Approved,407,Cash through the bank,Repeater,Cash,Credit and cash offices,24.0,High,2
357994,Cash loans,10267.155,225000.0,269550.0,225000.0,TUESDAY,Refused,228,Cash through the bank,Repeater,Cash,Regional / Local,36.0,Low,2
437604,Consumer loans,5947.425,59481.0,53532.0,59481.0,FRIDAY,Refused,2806,Cash through the bank,Repeater,POS,Stone,10.0,High,2
333298,Consumer loans,4123.35,19782.0,18742.5,19782.0,THURSDAY,Approved,1189,Cash through the bank,New,POS,Country-wide,6.0,High,2
336955,Consumer loans,21023.055,73791.45,73791.0,73791.45,WEDNESDAY,Approved,2719,Cash through the bank,New,POS,Stone,4.0,High,2
295494,Consumer loans,3209.67,29655.0,28890.0,29655.0,FRIDAY,Approved,2815,Cash through the bank,New,POS,Stone,10.0,High,2
147254,Revolving loans,7875.0,157500.0,157500.0,157500.0,FRIDAY,Refused,607,UNKOWN,Repeater,Cards,Country-wide,0.0,Middle,2
316116,Consumer loans,8279.685,71996.4,74524.5,71996.4,MONDAY,Approved,1274,Cash through the bank,Repeater,POS,Stone,10.0,High,2
170611,Consumer loans,4214.115,14791.5,14791.5,14791.5,FRIDAY,Approved,2617,Cash through the bank,Repeater,POS,Stone,4.0,High,2
316076,Consumer loans,8661.645,80028.0,77962.5,80028.0,TUESDAY,Approved,2526,Cash through the bank,New,POS,Stone,10.0,High,2
169854,Consumer loans,15391.44,80460.0,84708.0,80460.0,THURSDAY,Approved,826,Cash through the bank,Refreshed,POS,Stone,6.0,High,2
186271,Consumer loans,24160.5,157500.0,157500.0,157500.0,SATURDAY,Approved,1434,Cash through the bank,New,POS,Stone,8.0,High,2
256460,Consumer loans,8621.46,103455.0,91039.5,103455.0,MONDAY,Refused,2500,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
191478,Consumer loans,7300.53,39465.0,35505.0,39465.0,WEDNESDAY,Approved,723,Non-cash from your account,Refreshed,POS,Country-wide,6.0,High,1
138457,Consumer loans,12603.20208902371,0.0,0.0,68571.0,MONDAY,Canceled,398,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
142422,Consumer loans,17578.62,104355.0,98878.5,104355.0,WEDNESDAY,Approved,400,Cash through the bank,Repeater,POS,Regional / Local,6.0,High,2
135263,Consumer loans,10945.755,56830.5,53671.5,56830.5,SUNDAY,Approved,893,Cash through the bank,Repeater,POS,Country-wide,6.0,High,2
284827,Cash loans,0.0,0.0,0.0,279000.0,SATURDAY,Canceled,169,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
348381,Cash loans,0.0,0.0,0.0,279000.0,SATURDAY,Canceled,489,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
210824,Cash loans,11302.65,90000.0,102397.5,90000.0,SATURDAY,Refused,558,Cash through the bank,Repeater,Cash,Credit and cash offices,12.0,High,2
123100,Consumer loans,3778.65,30271.59,33268.59,30271.59,FRIDAY,Approved,252,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
434875,Consumer loans,10027.125,89991.0,99495.0,89991.0,THURSDAY,Approved,464,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
203250,Cash loans,0.0,0.0,0.0,279000.0,MONDAY,Canceled,217,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
203250,Cash loans,31952.205,495000.0,553806.0,495000.0,THURSDAY,Approved,859,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,High,2
197469,Revolving loans,0.0,0.0,0.0,135000.0,FRIDAY,Canceled,161,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
343206,Cash loans,26230.005,225000.0,239850.0,225000.0,FRIDAY,Approved,2183,Cash through the bank,Repeater,Cash,Credit and cash offices,12.0,High,2
244942,Cash loans,19151.46,225000.0,247275.0,225000.0,SUNDAY,Approved,899,Cash through the bank,Repeater,Cash,Credit and cash offices,18.0,Middle,2
160643,Cash loans,0.0,0.0,0.0,279000.0,FRIDAY,Canceled,319,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
354388,Cash loans,40565.79,976500.0,1061572.5,976500.0,FRIDAY,Refused,210,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
312029,Cash loans,6535.8,45000.0,55075.5,45000.0,WEDNESDAY,Approved,1115,Cash through the bank,Repeater,Cash,Credit and cash offices,12.0,High,2
403925,Cash loans,0.0,0.0,0.0,279000.0,FRIDAY,Canceled,42,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
159650,Revolving loans,9000.0,180000.0,180000.0,180000.0,FRIDAY,Approved,717,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
292591,Cash loans,45269.19,724500.0,774229.5,724500.0,THURSDAY,Refused,564,Cash through the bank,Repeater,Cash,Credit and cash offices,24.0,Middle,2
430360,Cash loans,26472.24,225000.0,239850.0,225000.0,SUNDAY,Approved,967,Cash through the bank,Repeater,Cash,Credit and cash offices,12.0,High,2
329949,Cash loans,14667.75,184500.0,184500.0,184500.0,SUNDAY,Refused,2547,Cash through the bank,Repeater,Cash,Credit and cash offices,18.0,Middle,2
449198,Cash loans,0.0,0.0,0.0,279000.0,WEDNESDAY,Canceled,166,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
386319,Cash loans,17886.645,270000.0,354753.0,270000.0,WEDNESDAY,Refused,978,Cash through the bank,Repeater,Cash,Credit and cash offices,30.0,Middle,2
127703,Revolving loans,11250.0,0.0,225000.0,0.0,SATURDAY,Refused,1235,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
421088,Revolving loans,3150.0,0.0,45000.0,0.0,MONDAY,Refused,1526,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
187675,Cash loans,28604.565,472500.0,509922.0,472500.0,THURSDAY,Approved,84,Cash through the bank,Repeater,Cash,Credit and cash offices,24.0,Low,2
142645,Cash loans,77063.58,675000.0,698166.0,675000.0,THURSDAY,Approved,664,Cash through the bank,Repeater,Cash,Credit and cash offices,12.0,High,2
121687,Consumer loans,3423.285,14989.5,17806.5,14989.5,TUESDAY,Approved,482,Cash through the bank,Repeater,POS,Regional / Local,6.0,High,2
265309,Consumer loans,7944.615,39060.0,41368.5,39060.0,SUNDAY,Approved,463,Cash through the bank,New,POS,Regional / Local,6.0,High,2
432127,Consumer loans,3582.09,26275.5,29875.5,26275.5,FRIDAY,Approved,1466,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
260154,Consumer loans,20453.715,311985.0,311985.0,311985.0,FRIDAY,Approved,186,Cash through the bank,New,POS,Stone,18.0,Middle,2
303472,Consumer loans,41383.71,234243.0,234243.0,234243.0,TUESDAY,Approved,269,Cash through the bank,New,POS,Stone,6.0,High,2
333237,Cash loans,26833.5,225000.0,225000.0,225000.0,WEDNESDAY,Approved,1408,Cash through the bank,Repeater,Cash,Country-wide,12.0,High,2
298055,Consumer loans,8314.695,61006.5,80712.0,61006.5,THURSDAY,Approved,1465,Cash through the bank,Repeater,POS,Country-wide,16.0,Middle,2
396134,Revolving loans,2250.0,45000.0,45000.0,45000.0,FRIDAY,Approved,277,UNKOWN,New,Cards,Country-wide,0.0,High,2
248000,Consumer loans,11438.685,51844.5,42930.0,51844.5,WEDNESDAY,Approved,714,Cash through the bank,Repeater,POS,Country-wide,4.0,High,2
113677,Consumer loans,8917.965,57105.0,48096.0,57105.0,MONDAY,Approved,515,Cash through the bank,New,POS,Country-wide,6.0,High,2
334570,Consumer loans,5786.415,57870.9,52083.0,57870.9,TUESDAY,Approved,2920,Cash through the bank,New,POS,Stone,10.0,High,2
207619,Consumer loans,13504.185,261202.5,261202.5,261202.5,WEDNESDAY,Approved,1149,Cash through the bank,New,POS,Regional / Local,24.0,Middle,2
427620,Cash loans,0.0,0.0,0.0,279000.0,TUESDAY,Canceled,371,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
192475,Cash loans,0.0,0.0,0.0,279000.0,THURSDAY,Canceled,198,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
349351,Revolving loans,15750.0,315000.0,315000.0,315000.0,WEDNESDAY,Approved,215,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
180393,Revolving loans,0.0,0.0,0.0,135000.0,THURSDAY,Canceled,308,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
372255,Cash loans,34077.33,909000.0,1160973.0,909000.0,SUNDAY,Refused,218,Cash through the bank,Repeater,Cash,Credit and cash offices,60.0,Low,2
348859,Cash loans,0.0,0.0,0.0,279000.0,FRIDAY,Canceled,24,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
265757,Cash loans,69127.38,1170000.0,1237954.5,1170000.0,MONDAY,Approved,360,Cash through the bank,Repeater,Cash,Credit and cash offices,24.0,Low,2
358702,Revolving loans,0.0,0.0,0.0,135000.0,WEDNESDAY,Canceled,228,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
392308,Revolving loans,0.0,0.0,0.0,135000.0,FRIDAY,Canceled,258,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
429332,Consumer loans,6262.155,37255.5,37701.0,37255.5,FRIDAY,Approved,2037,Cash through the bank,Refreshed,POS,Country-wide,8.0,High,2
259310,Consumer loans,13363.65,133650.0,120285.0,133650.0,SATURDAY,Approved,1374,Cash through the bank,New,POS,Stone,10.0,High,2
448680,Consumer loans,36817.47,601200.0,601200.0,601200.0,WEDNESDAY,Approved,532,Cash through the bank,Repeater,POS,Stone,24.0,Middle,2
305608,Consumer loans,18108.18,93015.0,97924.5,93015.0,FRIDAY,Approved,431,Cash through the bank,New,POS,Stone,6.0,High,2
118877,Consumer loans,9957.555,95170.32,105214.5,95170.32,TUESDAY,Approved,1180,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
163961,Cash loans,39369.6,360000.0,360000.0,360000.0,WEDNESDAY,Refused,2337,Cash through the bank,Refreshed,Cash,Country-wide,12.0,High,2
163961,Cash loans,29527.2,270000.0,270000.0,270000.0,WEDNESDAY,Approved,2337,Cash through the bank,Refreshed,Cash,Country-wide,12.0,High,2
397792,Consumer loans,6213.555,57150.0,63184.5,57150.0,SATURDAY,Refused,252,Cash through the bank,Repeater,POS,Stone,12.0,High,2
440976,Consumer loans,7445.205,73080.0,72283.5,73080.0,FRIDAY,Approved,2050,Cash through the bank,Repeater,POS,Stone,12.0,High,2
208146,Consumer loans,3031.38,19845.0,21591.0,19845.0,MONDAY,Approved,728,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
330125,Cash loans,15660.0,225000.0,225000.0,225000.0,WEDNESDAY,Refused,428,Cash through the bank,Repeater,Cash,Country-wide,36.0,Low,2
324462,Consumer loans,12603.20208902371,112711.095,112711.095,112711.095,THURSDAY,Refused,1075,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
181080,Revolving loans,6750.0,135000.0,135000.0,135000.0,SATURDAY,Refused,538,UNKOWN,New,Cards,Regional / Local,0.0,High,2
237960,Consumer loans,13764.555,125257.5,125257.5,125257.5,THURSDAY,Refused,540,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
424679,Consumer loans,3951.54,27580.5,32940.0,27580.5,TUESDAY,Approved,1780,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
100373,Consumer loans,10872.99,115695.0,115119.0,115695.0,SATURDAY,Approved,1053,Cash through the bank,New,POS,Stone,12.0,High,2
316044,Consumer loans,8372.97,34281.0,40720.5,34281.0,TUESDAY,Approved,449,Cash through the bank,Refreshed,POS,Country-wide,6.0,High,2
133439,Cash loans,16099.065,180000.0,203760.0,180000.0,WEDNESDAY,Refused,553,Cash through the bank,Repeater,Cash,Country-wide,24.0,High,2
260342,Consumer loans,1097.64,9663.885,9663.885,9663.885,WEDNESDAY,Approved,281,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
453205,Consumer loans,4045.095,40455.0,36409.5,40455.0,SATURDAY,Approved,2603,Cash through the bank,New,POS,Country-wide,10.0,High,2
453205,Consumer loans,1685.34,40455.0,36166.5,40455.0,SATURDAY,Refused,2603,Cash through the bank,New,POS,Country-wide,24.0,Middle,2
185661,Revolving loans,6750.0,0.0,180000.0,135000.0,THURSDAY,Refused,2621,UNKOWN,Repeater,Cards,Country-wide,0.0,Middle,0
298900,Consumer loans,7948.215,73926.0,73120.5,73926.0,THURSDAY,Approved,2709,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
152657,Cash loans,0.0,0.0,0.0,279000.0,SATURDAY,Canceled,242,Cash through the bank,Repeater,Cash,Country-wide,36.0,Low,2
272472,Consumer loans,8026.695,92610.0,74088.0,92610.0,TUESDAY,Approved,680,Cash through the bank,New,POS,Country-wide,12.0,High,2
139148,Consumer loans,22298.04,127264.5,120582.0,127264.5,MONDAY,Approved,645,Cash through the bank,New,POS,Regional / Local,6.0,High,2
168941,Consumer loans,9580.455,41296.5,46593.0,41296.5,SUNDAY,Approved,633,Cash through the bank,New,POS,Country-wide,6.0,High,2
149507,Consumer loans,20713.635,220518.0,220518.0,220518.0,TUESDAY,Approved,736,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
227459,Consumer loans,4624.47,25380.0,22680.0,25380.0,SATURDAY,Approved,1780,Cash through the bank,Repeater,POS,Regional / Local,6.0,High,2
184577,Cash loans,0.0,0.0,0.0,279000.0,FRIDAY,Canceled,280,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
455912,Cash loans,20317.59,270000.0,291919.5,270000.0,THURSDAY,Approved,725,Cash through the bank,Repeater,Cash,Credit and cash offices,18.0,Low,2
140927,Cash loans,0.0,0.0,0.0,279000.0,THURSDAY,Canceled,85,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
323134,Cash loans,0.0,0.0,0.0,279000.0,MONDAY,Canceled,50,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
239856,Cash loans,42306.795,675000.0,721332.0,675000.0,MONDAY,Approved,910,Cash through the bank,Repeater,Cash,Credit and cash offices,24.0,Middle,2
317524,Cash loans,0.0,0.0,0.0,279000.0,WEDNESDAY,Canceled,301,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
159232,Cash loans,0.0,0.0,0.0,279000.0,THURSDAY,Canceled,57,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
244071,Consumer loans,4860.72,64485.0,67230.0,64485.0,THURSDAY,Refused,688,Cash through the bank,Repeater,POS,Stone,18.0,Middle,2
440690,Consumer loans,18397.665,170500.5,164421.0,170500.5,TUESDAY,Approved,1078,Cash through the bank,New,POS,Regional / Local,10.0,High,2
423361,Consumer loans,13553.37,166468.5,169695.0,166468.5,MONDAY,Approved,1456,Cash through the bank,New,POS,Regional / Local,18.0,Middle,2
246218,Consumer loans,7605.0,69205.5,69205.5,69205.5,TUESDAY,Approved,552,Cash through the bank,New,POS,Country-wide,10.0,High,2
269464,Consumer loans,6873.39,61866.0,69214.5,61866.0,TUESDAY,Approved,220,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
211051,Consumer loans,3131.01,26460.0,26113.5,26460.0,TUESDAY,Approved,2111,Non-cash from your account,New,POS,Stone,12.0,High,2
381906,Cash loans,9203.4,157500.0,240660.0,157500.0,THURSDAY,Refused,187,Cash through the bank,Refreshed,Cash,AP+ (Cash loan),48.0,Middle,2
280088,Consumer loans,28473.885,741375.0,628875.0,741375.0,TUESDAY,Refused,164,Cash through the bank,Repeater,POS,Stone,30.0,Middle,2
105915,Revolving loans,2250.0,45000.0,45000.0,45000.0,WEDNESDAY,Refused,308,UNKOWN,Refreshed,Cards,Country-wide,0.0,Middle,2
313561,Consumer loans,16855.65,81810.0,86130.0,81810.0,FRIDAY,Approved,1029,Cash through the bank,Repeater,POS,Stone,6.0,High,2
352408,Cash loans,26774.1,495000.0,553806.0,495000.0,SUNDAY,Refused,32,Cash through the bank,Repeater,Cash,Stone,36.0,Middle,2
443195,Cash loans,7606.125,112500.0,112500.0,112500.0,FRIDAY,Approved,2388,Cash through the bank,Repeater,Cash,Country-wide,24.0,High,2
155370,Consumer loans,5007.285,39042.0,42907.5,39042.0,MONDAY,Approved,2307,Cash through the bank,New,POS,Country-wide,12.0,High,2
323416,Consumer loans,6632.37,63621.0,61015.5,63621.0,THURSDAY,Approved,2580,Cash through the bank,New,POS,Regional / Local,12.0,High,2
137051,Consumer loans,13519.89,112459.14,109561.5,112459.14,MONDAY,Approved,2313,Cash through the bank,New,POS,Country-wide,10.0,High,2
395307,Revolving loans,0.0,0.0,0.0,135000.0,SATURDAY,Canceled,213,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
343957,Cash loans,0.0,0.0,0.0,279000.0,SUNDAY,Canceled,532,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
286895,Consumer loans,11051.28,117000.0,117000.0,117000.0,TUESDAY,Approved,889,Cash through the bank,New,POS,Stone,12.0,High,2
411276,Cash loans,5674.5,45000.0,54103.5,45000.0,SATURDAY,Approved,711,Cash through the bank,Repeater,Cash,AP+ (Cash loan),12.0,Middle,2
268880,Cash loans,0.0,0.0,0.0,279000.0,FRIDAY,Canceled,445,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
139978,Cash loans,11330.28,229500.0,302206.5,229500.0,THURSDAY,Refused,33,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
159610,Cash loans,14585.895,135000.0,182956.5,135000.0,SATURDAY,Refused,492,Cash through the bank,Repeater,Cash,Credit and cash offices,24.0,High,2
433233,Consumer loans,5226.57,125505.9,112158.0,125505.9,MONDAY,Approved,2698,Cash through the bank,Repeater,POS,Country-wide,24.0,Middle,2
454548,Consumer loans,13069.215,44406.0,45873.0,44406.0,SATURDAY,Approved,2496,Cash through the bank,New,POS,Country-wide,4.0,High,2
230321,Consumer loans,3209.4,32971.5,30550.5,32971.5,SATURDAY,Approved,330,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
279029,Consumer loans,4545.72,48802.5,43920.0,48802.5,THURSDAY,Approved,2021,Cash through the bank,Repeater,POS,Stone,12.0,High,2
349464,Consumer loans,5736.96,69436.71,55548.0,69436.71,SUNDAY,Refused,164,Cash through the bank,Repeater,POS,Regional / Local,12.0,High,2
413934,Consumer loans,8297.505,199687.5,179716.5,199687.5,THURSDAY,Approved,406,Cash through the bank,Repeater,POS,Regional / Local,36.0,Middle,2
197626,Consumer loans,9373.185,67126.5,48564.0,67126.5,THURSDAY,Approved,35,Cash through the bank,Repeater,POS,Country-wide,6.0,High,2
206765,Cash loans,13095.45,229500.0,309073.5,229500.0,MONDAY,Refused,194,Cash through the bank,Repeater,Cash,AP+ (Cash loan),36.0,Low,2
308325,Consumer loans,9189.09,120600.0,82251.0,120600.0,MONDAY,Approved,462,Cash through the bank,Repeater,POS,Stone,10.0,High,2
365415,Cash loans,5693.085,45000.0,47970.0,45000.0,FRIDAY,Approved,529,Cash through the bank,Repeater,Cash,AP+ (Cash loan),12.0,High,2
358186,Cash loans,17818.02,310500.0,344110.5,310500.0,FRIDAY,Approved,460,Cash through the bank,Refreshed,Cash,AP+ (Cash loan),24.0,Low,2
381168,Consumer loans,3865.77,34035.75,34035.75,34035.75,SATURDAY,Unused offer,777,Cash through the bank,Refreshed,POS,Country-wide,10.0,High,2
163998,Consumer loans,18903.915,118341.0,132399.0,118341.0,TUESDAY,Approved,298,Cash through the bank,Repeater,POS,Stone,8.0,High,2
322360,Cash loans,20983.995,180000.0,191880.0,180000.0,MONDAY,Approved,2338,Cash through the bank,Repeater,Cash,Country-wide,12.0,High,2
273378,Consumer loans,40072.59,364230.0,364230.0,364230.0,TUESDAY,Approved,704,Cash through the bank,New,POS,Regional / Local,10.0,High,2
223993,Consumer loans,12603.20208902371,34011.675,34011.675,34011.675,THURSDAY,Refused,1048,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
336199,Consumer loans,4203.945,52065.0,41652.0,52065.0,SATURDAY,Approved,388,Cash through the bank,Repeater,POS,Country-wide,12.0,High,2
449061,Consumer loans,2937.87,18954.0,18180.0,18954.0,SUNDAY,Approved,1524,Cash through the bank,New,POS,Country-wide,8.0,High,2
133066,Consumer loans,10925.505,51259.5,41004.0,51259.5,TUESDAY,Approved,785,Cash through the bank,Repeater,POS,Country-wide,4.0,High,2
300401,Consumer loans,14160.375,116460.0,116460.0,116460.0,WEDNESDAY,Approved,276,Cash through the bank,Repeater,POS,Regional / Local,12.0,High,2
336216,Consumer loans,4853.88,47034.0,52002.0,47034.0,WEDNESDAY,Approved,799,Cash through the bank,New,POS,Stone,12.0,High,2
134010,Consumer loans,3562.83,18540.0,17473.5,18540.0,SUNDAY,Approved,1832,Cash through the bank,Repeater,POS,Country-wide,6.0,High,2
320242,Cash loans,32908.995,693000.0,912541.5,693000.0,FRIDAY,Approved,119,Cash through the bank,Repeater,Cash,Credit and cash offices,48.0,Low,2
261733,Cash loans,21670.92,328500.0,389205.0,328500.0,MONDAY,Approved,365,Cash through the bank,Repeater,Cash,Credit and cash offices,48.0,High,2
219469,Cash loans,23567.85,229500.0,241920.0,229500.0,FRIDAY,Approved,920,Cash through the bank,Refreshed,Cash,Credit and cash offices,12.0,Low,2
377067,Cash loans,39324.645,1053000.0,1344892.5,1053000.0,TUESDAY,Approved,43,Cash through the bank,Repeater,Cash,Credit and cash offices,60.0,Low,2
135075,Cash loans,0.0,0.0,0.0,279000.0,FRIDAY,Canceled,60,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
310539,Revolving loans,0.0,0.0,0.0,135000.0,TUESDAY,Canceled,269,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
155635,Cash loans,0.0,0.0,0.0,279000.0,FRIDAY,Canceled,79,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
168628,Cash loans,74038.23,855000.0,892242.0,855000.0,TUESDAY,Approved,584,Cash through the bank,Repeater,Cash,Credit and cash offices,18.0,High,2
154529,Revolving loans,0.0,0.0,0.0,135000.0,SATURDAY,Canceled,251,UNKOWN,Repeater,Cards,Credit and cash offices,0.0,Middle,2
153188,Cash loans,0.0,0.0,0.0,279000.0,MONDAY,Canceled,266,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
350842,Cash loans,28907.415,270000.0,296730.0,270000.0,TUESDAY,Approved,310,Cash through the bank,Repeater,Cash,Credit and cash offices,12.0,Low,2
223184,Cash loans,0.0,0.0,0.0,279000.0,THURSDAY,Canceled,352,Cash through the bank,Repeater,Cash,Credit and cash offices,36.0,Low,2
157041,Consumer loans,5568.21,51246.0,51246.0,51246.0,SUNDAY,Unused offer,288,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
372533,Consumer loans,7296.255,63445.5,63445.5,63445.5,SUNDAY,Approved,410,Cash through the bank,Refreshed,POS,Regional / Local,10.0,High,2
425963,Consumer loans,10925.505,51259.5,41004.0,51259.5,THURSDAY,Approved,1205,Cash through the bank,New,POS,Country-wide,4.0,High,2
293334,Consumer loans,6378.75,112500.0,112500.0,112500.0,TUESDAY,Approved,789,Cash through the bank,Refreshed,POS,Stone,24.0,Middle,2
416260,Consumer loans,5845.905,51469.65,51469.65,51469.65,SATURDAY,Approved,89,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
130429,Consumer loans,8558.595,65376.0,61029.0,65376.0,MONDAY,Approved,1408,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
380539,Cash loans,18982.935,90000.0,92970.0,90000.0,WEDNESDAY,Approved,611,Cash through the bank,Refreshed,Cash,Country-wide,6.0,High,2
144040,Consumer loans,11381.13,53394.75,42714.0,53394.75,WEDNESDAY,Approved,952,Cash through the bank,Refreshed,POS,Country-wide,4.0,High,2
449030,Revolving loans,9000.0,0.0,180000.0,135000.0,SUNDAY,Approved,691,UNKOWN,Repeater,Cards,Country-wide,0.0,Middle,2
121849,Consumer loans,7813.485,58468.5,64255.5,58468.5,FRIDAY,Approved,1813,Cash through the bank,New,POS,Country-wide,12.0,High,2
402346,Consumer loans,2155.275,21555.0,19399.5,21555.0,FRIDAY,Approved,2511,Cash through the bank,Repeater,POS,Country-wide,10.0,High,2
155779,Consumer loans,7032.6,65565.0,64638.0,65565.0,THURSDAY,Approved,1449,Cash through the bank,New,POS,Country-wide,12.0,High,2
423908,Consumer loans,8965.395,110007.0,129370.5,110007.0,SUNDAY,Approved,27,Cash through the bank,Repeater,POS,Country-wide,20.0,Middle,2
434717,Consumer loans,4252.23,26811.0,26811.0,26811.0,SUNDAY,Approved,2385,Cash through the bank,New,POS,Country-wide,8.0,High,2
161415,Consumer loans,8044.11,48464.55,48460.5,48464.55,FRIDAY,Refused,2287,Cash through the bank,Repeater,POS,Stone,8.0,High,2
287361,Cash loans,31573.8,540000.0,540000.0,540000.0,SATURDAY,Approved,567,Cash through the bank,Repeater,Cash,Regional / Local,24.0,Middle,2
143116,Consumer loans,2882.52,39820.5,49284.0,39820.5,MONDAY,Refused,87,Cash through the bank,Repeater,POS,Regional / Local,24.0,Middle,2
323651,Revolving loans,13500.0,0.0,270000.0,135000.0,TUESDAY,Approved,650,UNKOWN,Repeater,Cards,AP+ (Cash loan),0.0,Middle,2
